playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
hutchda01,,,Дэйв,Хутчесон,,Дэвид Джозеф,Пила/Хетч,75,205,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",13048,2434,hutchda01,1974,1983,1972,1973,Да,1952,5,2,Канада,Да,Лондон,,,,,,
stanied01,,,Эд,Станиславский,,Эдвард Эмиль,,69,170,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",18706,5138,stanied01,1975,1984,,,"Здравствуйте! Я готов помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",1955,7,7,Канада,СК,Мосс-Джау,,,,,,
duguaro01,,,Рон,Дугуай,,Ronald,Догги,74,200,Р,10401,1470,duguaro01,1977,1988,,,С,1957,7,6,Канада,Да,Саблеса,,,,,,
kravcig01,,,Игорь,Кравчук,,Игорь,,73,218,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10834,2816,kravcig01,1991,2002,,,Да,1966,9,13,Россия,,Уфа,,,,,,
klepija01,,,Якуб,Клепис,,,,73,198,Р,20533,62529,klepija01,2005,2006,,,С,1984,6,5,Чехия,,Прага,,,,,,
clinebr01,,,Брюс,Клайн,,Брюс,,67,137,Р,12284,10049,clinebr01,1956,1956,,,Р,1931,11,14,Канада,КВ,Масавиппи,,,,,,
reinpst01,,,Стив,Райнпрехт,,Стивен,,72,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",19457,30799,reinpst01,1999,2010,,,С,1976,5,7,Канада,АБ,Эдмонтон,,,,,,
hullbo01,hullbo01c,hullbo01h,Бобби,Халл,,Роберт Марвин,Золотой Стриже́нок,70,195,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",P198302,2409,hullbo01,1957,1979,1972,1978,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1939,1,3,Канада,Да,Пойнт-Энн,,,,,,
mavetla01,,,Лэрри,Маветы,,Лоуренс Дуглас,,71,185,Р,,3475,mavetla01,,,1972,1976,Да,1942,5,29,Канада,Да,Уодсворт,,,,,,
laviope01,laviope01c,,Питер,Лавиолетта,,Питер,,74,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",10907,3012,laviope01,1988,1988,,,Да,1964,12,7,США,МА,Франклин,,,,,,
varispe01,,,Петри,Варис,,Петри И.,,73,200,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",14863,19180,varispe01,1997,1997,,,"Добро пожаловать в Coral, ваш дружелюбный помощник чат-бот, готовый помочь вам переводить тексты с английского на русский язык и обратно. Как я могу помочь вам сегодня? Пожалуйста, предоставьте текст, который вы хотите перевести.",1969,5,13,Финляндия,,Варкаус,,,,,,
