lahmanid,playerid,managerid,hofid,birthyear,birthmonth,birthday,birthcountry,birthstate,birthcity,deathyear,deathmonth,deathday,deathcountry,deathstate,deathcity,namefirst,namelast,namenote,namegiven,namenick,weight,height,bats,throws,debut,finalgame,college,lahman40id,lahman45id,retroid,holtzid,bbrefid
2750,connoed02,,,1939.0,12.0,3.0,США,Нью-Йорк,Бруклин,1998.0,7.0,1.0,США,КТ,Новый Канан,Эд,Коннолли,,Эдвард Джозеф (младший),,190.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/19/1964,9/5/1967,,connoed02,connoed02,conne102,connoed02,connoed02
2757,connojo03,,,1874.0,12.0,8.0,США,КТ,Ватерфорд,1957.0,11.0,8.0,США,КТ,Ватерфорд,Джо,Коннор,,Ио́сеф Франси́ск,,185.0,74.0,R,R,9/9/1895,10/7/1905,,connojo03,connojo03,connj104,connojo03,connojo03
2761,connobi01,,,1941.0,11.0,2.0,США,Нью-Йорк,Скенектади,,,,,,,Билл,Коннерс,,Уильям Джозеф,,180.0,73.0,R,R,5/3/1966,8/28/1968,,connobi01,connobi01,connb101,connobi01,connobi01
2767,conrobe01,,,1871.0,3.0,14.0,США,ПА,Филиадельфиа,1937.0,11.0,25.0,США,ПА,Филиадельфиа,Бэн,Конрой,,Бернард Патрик,,136.0,66.0,,,4/21/1890,10/4/1890,,conrobe01,conrobe01,conrb103,conrobe01,conrobe01
2771,conrowi01,,conrowi01h,1877.0,4.0,5.0,США,ПА,Филиадельфиа,1959.0,12.0,6.0,США,НГ,Маунт-Холли,Вид,Конрой,,Уильям Эдвард,,158.0,69.0,R,R,4/25/1901,10/5/1911,,conrowi01,conrowi01,conrw101,conrowi01,conrowi01
2781,conwaja01,,,1918.0,7.0,30.0,США,ТХ,Брайан,1993.0,6.0,11.0,США,ТХ,Вако,Джек,Конвей,,Джек Клементс,,175.0,71.0,R,R,9/9/1941,7/31/1948,,conwaja01,conwaja01,conwj103,conwaja01,conwaja01
2800,cookpa01,,,1863.0,5.0,5.0,США,Нью-Йорк,Калидония,1905.0,5.0,25.0,США,Нью-Йорк,Рочестер,Пау́л,Пекарь,,Пау́л,,185.0,70.0,R,R,9/13/1884,7/16/1891,,cookpa01,cookpa01,cookp101,cookpa01,cookpa01
2803,cookedu01,cookedu01m,,1907.0,6.0,23.0,США,НГ,Свинспонвилл,1987.0,11.0,21.0,США,НГ,Рали,Пылающий,Кук,,Аллен Линдси,,205.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/15/1930,9/28/1938,,cookedu01,cookedu01,cookd102,cookedu01,cookedu01
2805,cookest01,,,1970.0,1.0,14.0,США,Привет!,Лихуе,,,,,,,Стив,Кук,,Стивен Монтгомери,,220.0,78.0,R,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/28/1992,4/2/1998,Южный Айдахо ДжС,cookest01,cookest01,cooks001,cookest01,cookest01
2808,coolbsc01,,,1966.0,6.0,13.0,США,Нью-Йорк,Бингемтон,,,,,,,Скотт,Кूлбоу,,Скотт Роберт,,185.0,70.0,R,R,9/2/1989,8/11/1994,Техас,coolbsc01,coolbsc01,cools001,coolbsc01,coolbsc01
2813,coombja01,coombja01m,coombja01h,1882.0,11.0,18.0,США,Я,Великолепно!,1957.0,4.0,15.0,США,ТХ,Палестина,Джек,Кумбы,,Джон Уэсли,Колби Джек,185.0,72.0,В.,R,7/5/1906,7/18/1920,,coombja01,coombja01,coomj101,coombja01,coombja01
2817,coonebo01,,,1907.0,7.0,12.0,США,Нью-Йорк,Гленс-Фоллс,1976.0,5.0,4.0,США,Нью-Йорк,Гленс-Фоллс,Боб,Кунни,,Роберт Даниэль,,160.0,71.0,R,R,9/6/1931,9/23/1932,,coonebo01,coonebo01,coonb102,coonebo01,coonebo01
2819,cooneji02,,,1894.0,8.0,24.0,США,Ри,Кранстон,1991.0,8.0,7.0,США,Ри,Вэлли,Джимми,Кунни,,Джеймс Эдвард,Скопы,160.0,71.0,R,R,9/22/1917,6/16/1928,,cooneji02,cooneji02,coonj103,cooneji02,cooneji02
2830,coopemo01,,coopemo01h,1913.0,3.0,2.0,США,МО,Атертон,1958.0,11.0,17.0,США,АР,Маленький Рок,Морт,Купер,,Мортон Сесил,,210.0,74.0,R,R,9/14/1938,5/7/1949,,coopemo01,coopemo01,coopm101,coopemo01,coopemo01
2832,coopesc01,,,1967.0,10.0,13.0,США,МО,Сент-Луис,,,,,,,Скотт,Купер,,Скотт 켄нард,,200.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/5/1990,9/28/1997,,coopesc01,coopesc01,coops001,coopesc01,coopesc01
2842,corbege01,,,1913.0,10.0,25.0,США,MN — МН,Винона,,,,,,,Гене,Коретт,,Евгений Луис,,190.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,9/19/1936,6/6/1938,,corbege01,corbege01,corbg101,corbege01,corbege01
2852,corcomi02,,,1882.0,8.0,26.0,США,Нью-Йорк,Баффало,1950.0,12.0,9.0,США,Нью-Йорк,Баффало,Мики,Коркорен,,Майкл Джозеф,,165.0,68.0,R,R,9/15/1910,10/9/1910,,corcomi02,corcomi02,corcm101,corcomi02,corcomi02
2856,cordefr01,,,1975.0,5.0,11.0,Д.Р.,,Санто-Доминго,,,,,,,Франсиско,Корожа,,,,240.0,75.0,R,R,8/2/1999,,,cordefr01,cordefr01,cordf002,cordefr01,cordefr01
2860,coreybr01,,,1973.0,10.0,21.0,США,Калифорния,Тысяча дубов,,,,,,,Брайан,Кори,,Брайан Скотт,,170.0,73.0,R,R,5/13/1998,8/9/2008,,coreybr01,coreybr01,coreb001,coreybr01,coreybr01
2862,coreyfr01,,,1855.0,,,США,Ри,Кентервиль,1912.0,11.0,27.0,США,Ри,Провиденс,Фред,Кори,,Фредерик Харрисон,,160.0,67.0,R,R,5/1/1878,10/5/1885,,coreyfr01,coreyfr01,coref101,coreyfr01,coreyfr01
2863,coreyma01,,,1955.0,11.0,3.0,США,НМ,Тукумкари,,,,,,,Марк,Кори,,Марк Мунделл,,200.0,74.0,R,R,9/1/1979,10/3/1981,Аризона Джи Си,coreyma01,coreyma01,corem101,coreyma01,coreyma01
2865,corgach01,,,1902.0,12.0,4.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Вагонер,1928.0,6.0,13.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Вагонер,Чак,Корган,,Чарльз Говард,,180.0,71.0,В.,R,9/19/1925,10/1/1927,,corgach01,corgach01,corgc101,corgach01,corgach01
2874,cornebr01,,,1969.0,2.0,4.0,США,ТХ,Ламеса,,,,,,,Брад,Корнетт,,Бред Бырон,,190.0,75.0,R,R,6/8/1994,5/12/1995,,cornebr01,cornebr01,cornb001,cornebr01,cornebr01
2875,cornute01,,,1952.0,10.0,2.0,США,О́,Розеберг,,,,,,,Тери,Корнутт,,Тери Стэнтон,,195.0,74.0,R,R,4/9/1977,9/15/1978,Линн-Бентон КК,cornute01,cornute01,cornt101,cornute01,cornute01
2879,correvi01,,,1946.0,2.0,5.0,США,ДК,Вашингтон,,,,,,,Вик,Коррелл,,Виктор Кросби,,185.0,70.0,R,R,10/4/1972,10/1/1980,,correvi01,correvi01,corrv101,correvi01,correvi01
2882,corrire01,corrire01m,,1887.0,9.0,4.0,США,В,Логан-Спрингс,1959.0,9.0,28.0,США,В,Индианаполис,красный,Корриден,,Джон Майкл (старший),,165.0,69.0,R,R,9/8/1910,5/15/1915,,corrire01,corrire01,corrr101,corrire01,corrire01
2884,corsiji01,,,1961.0,9.0,9.0,США,МА,Ньютон,,,,,,,Джим,Курси,,Джеймс Бернард,,210.0,73.0,R,R,6/28/1988,10/3/1999,Святий Лев,corsiji01,corsiji01,corsj001,corsiji01,corsiji01
2889,coscajo01,,,1909.0,11.0,18.0,США,Калифорния,Эскондидо,1993.0,4.0,5.0,США,"Ваш запрос не содержит текста для перевода. Пожалуйста, предоставьте текст, который необходимо перевести, и я с радостью выполню вашу просьбу.",Секим,Джо,Коскарат,,Джозеф Марвин,,185.0,72.0,R,R,4/26/1935,9/27/1936,,coscajo01,coscajo01,coscj101,coscajo01,coscajo01
2898,cotehe01,,,1864.0,2.0,19.0,США,Нью-Йорк,Трой,1940.0,4.0,28.0,США,Нью-Йорк,Трой,Генри,Коте,,Генри Джозеф,,165.0,69.0,,,9/16/1894,5/12/1895,,cotehe01,cotehe01,coteh101,cotehe01,cotehe01
2901,cottedi01,,,1889.0,10.0,12.0,США,НХ,Манчестер,1945.0,4.0,4.0,США,Нью-Йорк,Бруклин,Дик,Коттер,,Ричард Рафаэль,,172.0,71.0,R,R,8/17/1911,9/26/1912,,cottedi01,cottedi01,cottd101,cottedi01,cottedi01
2906,cottohe01,,,1961.0,1.0,5.0,США,Нью-Йорк,Нью-Йорк,,,,,,,Генри,Котто,,Генри,,178.0,74.0,R,R,4/5/1984,9/30/1993,,cottohe01,cottohe01,cotth001,cottohe01,cottohe01
2924,covelha01,,,1886.0,4.0,23.0,США,ПА,Шамокин,1950.0,8.0,4.0,США,ПА,Шамокин,Гарри,Ковелески,,Гарри Фрэнк,Гигантский убийца,180.0,72.0,В.,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/10/1907,6/23/1918,,covelha01,covelha01,coveh101,covelha01,covelha01
2927,covinch01,,,1910.0,11.0,6.0,США,ИЛ,Каир,1976.0,6.0,11.0,США,ФЛ,Пембрук-Парк,Чет,Ковингтон,,Честер Роджерс,Честный,195.0,74.0,В.,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/23/1944,9/26/1944,,covinch01,covinch01,covic101,covinch01,covinch01
2933,cowlejo01,,,1958.0,8.0,15.0,США,КЕ,Лексингтон,,,,,,,Джо,Коули,,Джозеф Алан,,210.0,77.0,R,R,4/13/1982,5/3/1987,,cowlejo01,cowlejo01,cowlj001,cowlejo01,cowlejo01
2935,coxbi02,,coxbi02h,1919.0,8.0,29.0,США,ПА,Ньюпорт,1978.0,3.0,30.0,США,ПА,Харрисбург,Билли,Кокс,,Уильям Ричард,,150.0,70.0,R,R,9/20/1941,6/11/1955,,coxbi02,coxbi02,cox-b101,coxbi02,coxbi02
2936,coxbo01,coxbo01m,,1941.0,5.0,21.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Тулса,,,,,,,Бобби,Кокс,,Роберт Джозеф,,180.0,71.0,R,R,4/14/1968,10/1/1969,,coxbo01,coxbo01,cox-b103,coxbo01,coxbo01
2945,coxje01,,,1955.0,11.0,9.0,США,Калифорния,Лос-Анджелес,,,,,,,Джефф,Кокс,,Джеффри Линдон,,170.0,71.0,R,R,7/1/1980,9/16/1981,Калифорнийский политехнический университет в Помбале,coxje01,coxje01,cox-j101,coxje01,coxje01
2951,coxte02,,,1955.0,1.0,24.0,США,"Добро пожаловать в чат-бота для перевода! Я готов помочь вам перевести текст с английского на русский язык. Просто введите текст, который вы хотите перевести, и я предоставлю вам точный перевод.",Оклахома-Сити,,,,,,,Тед,Кокс,,Уильям Тед,,195.0,75.0,R,R,9/18/1977,10/4/1981,,coxte02,coxte02,cox-t101,coxte02,coxte02
2955,cozarch01,,,1919.0,10.0,17.0,США,НГ,Ленор,2004.0,12.0,31.0,США,НГ,Хадсон,Чарли,Коцарт,,Чарльз Рубин,,190.0,72.0,R,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/17/1945,6/14/1945,,cozarch01,cozarch01,cozac101,cozarch01,cozarch01
2956,crabbro01,,,1890.0,8.0,23.0,США,Я,Монтицелло,1940.0,3.0,30.0,США,МТ,Левистон,Рой,Крабб,,Джеймс Рой,,160.0,71.0,R,R,8/10/1912,9/21/1912,,crabbro01,crabbro01,crabr101,crabbro01,crabbro01
2965,craigge01,,,1887.0,11.0,15.0,США,ПА,Филиадельфиа,1911.0,4.0,23.0,США,В,Индианаполис,Джордж,Крейг,,Джордж Маккарти,Левша,,,,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/19/1907,9/17/1907,,craigge01,craigge01,craig101,craigge01,craigge01
2970,cramebi01,,,1891.0,5.0,22.0,США,В,Бедфорд,1966.0,9.0,11.0,США,В,Форт-Уэйн,Билл,Крамера,,Уильям Венделл,,175.0,72.0,R,R,6/25/1912,6/25/1912,,cramebi01,cramebi01,cramb101,cramebi01,cramebi01
2973,crandde01,crandde01m,crandde01h,1930.0,3.0,5.0,США,Калифорния,Онтарио,,,,,,,Дел,Крандалл,,Делмар Уэсли,,180.0,73.0,R,R,6/17/1949,9/25/1966,,crandde01,crandde01,crand102,crandde01,crandde01
2984,crawfgl01,,,1913.0,12.0,2.0,США,МИ,Северный участок,1972.0,1.0,2.0,США,МИ,Сагино,Гленн,Кравфо́д,,Гленн Мартин,Шорти,165.0,69.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",R,4/22/1945,4/22/1946,,crawfgl01,crawfgl01,crawg101,crawfgl01,crawfgl01
2987,crawfjo01,,,1970.0,5.0,2.0,США,ФЛ,Гейнсвилл,,,,,,,Джо,Кравфо́д,,Джозеф Рэндал,,225.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/7/1997,9/27/1997,Кент,crawfjo01,crawfjo01,crawj001,crawfjo01,crawfjo01
2991,crawfpa02,,,1977.0,8.0,4.0,США,АР,Маленький Рок,,,,,,,Пейтон,Кравфо́д,,,,205.0,75.0,R,R,7/1/2000,6/6/2001,,crawfpa02,crawfpa02,crawp001,crawfpa02,crawfpa02
2998,creedco01,,,1915.0,7.0,21.0,США,МА,Данверс,1969.0,11.0,30.0,США,Калифорния,Санта-Ана,Кони,Криден,,Корнелиус Стивен,,200.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/28/1943,5/5/1943,,creedco01,creedco01,creec101,creedco01,creedco01
3007,cremibo01,,,1906.0,2.0,15.0,США,Нью-Йорк,Пелхэм-Манор,2004.0,3.0,27.0,США,Нью-Йорк,Пелхам,Боб,Креминс,,Роберт Энтони,"Лефтий, Сквознённый Рукав",178.0,71.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",8/17/1927,9/7/1927,,cremibo01,cremibo01,cremb101,cremibo01,cremibo01
3008,crespcr01,,,1918.0,2.0,16.0,США,МО,Сент-Луис,1990.0,3.0,1.0,США,МО,Флориссант,Ужасно,Креспи,,Франк Ангело Джозеф,,175.0,68.0,R,R,9/14/1938,9/27/1942,,crespcr01,crespcr01,cresc101,crespcr01,crespcr01
3022,crispjo01,,,1885.0,7.0,8.0,США,МО,Хиггинсвилл,1939.0,2.0,5.0,США,МО,Канзас-Сити,Джо,Хрустящий,,Джозеф Шелби,,200.0,76.0,R,R,9/2/1910,4/27/1911,,crispjo01,crispjo01,crisj101,crispjo01,crispjo01
3034,cromawa01,,,1953.0,9.0,29.0,США,ФЛ,Майами-Бич,,,,,,,Уоррен,Кромартие,,Уоррен Ливингстон,,180.0,72.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/6/1974,9/15/1991,Майами-Дейд КК,cromawa01,cromawa01,cromw101,cromawa01,cromawa01
3058,crossmo01,,,1869.0,8.0,31.0,США,ПА,Филиадельфиа,1934.0,6.0,21.0,США,ПА,Филиадельфиа,Монте,Пересечение,,Монфорд Монтгомери,,148.0,68.0,R,R,9/27/1892,10/4/1907,,crossmo01,crossmo01,crosm101,crossmo01,crossmo01
3062,croucbi01,,,1886.0,12.0,3.0,США,"Да, я могу помочь с переводом. Пожалуйста, предоставьте текст, который нужно перевести.",Кияменси,1945.0,12.0,22.0,США,МИ,Высокий парк,Билл,Кручь,,Уильям Генри,Skip,210.0,73.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/12/1910,7/12/1910,,croucbi01,croucbi01,croub102,croucbi01,croucbi01
3072,crowege01,,,1923.0,3.0,22.0,США,В,Белый Ланд,,,,,,,Джордж,Кроу,,Джордж Дэниел,Большой Джордж,210.0,74.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",4/16/1952,4/30/1961,,crowege01,crowege01,crowg101,crowege01,crowege01
3078,crowljo01,,,1862.0,1.0,12.0,США,МА,Лоренс,1896.0,9.0,23.0,США,МА,Лоренс,Джон,Кроули,,Джон А.,,164.0,70.0,,,5/1/1884,9/10/1884,,crowljo01,crowljo01,crowj101,crowljo01,crowljo01
3084,crumpbu01,,,1901.0,11.0,29.0,США,Ва,Норфолк,1976.0,9.0,26.0,США,НГ,Рали,Буди,Крумп,,Артур Эллиотт,,156.0,70.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",9/28/1924,9/28/1924,,crumpbu01,crumpbu01,crumb101,crumpbu01,crumpbu01
3092,cruziv01,,,1968.0,5.0,3.0,П.Р.,,Фаджардо,,,,,,,Иван,Круз,,Луис Иван,,210.0,75.0,"Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.","Hello, how can I help you today? Please provide me with the text that needs to be translated from English to Russian.",7/18/1997,9/27/2002,,cruziv01,cruziv01,cruzi001,cruziv01,cruziv01
